place_name,category_name,address_name,place_url,분류
록시땅 현대백화점신촌점,"가정,생활 > 미용 > 화장품",서울 서대문구 창천동 30-33,http://place.map.kakao.com/25799114,쇼핑
폭스슈가링,"가정,생활 > 미용 > 화장품",서울 서대문구 창천동 20-26,http://place.map.kakao.com/1569606690,쇼핑
아이러브탠 신촌이대점,"가정,생활 > 미용 > 화장품",서울 서대문구 대현동 56-28,http://place.map.kakao.com/17446430,쇼핑
올리브영 신촌중앙점,"가정,생활 > 드럭스토어 > 올리브영",서울 서대문구 창천동 30-8,http://place.map.kakao.com/1053036121,쇼핑
올리브영 신촌역점,"가정,생활 > 드럭스토어 > 올리브영",서울 서대문구 창천동 72-2,http://place.map.kakao.com/11910218,쇼핑
올리브영 이대중앙점,"가정,생활 > 드럭스토어 > 올리브영",서울 서대문구 대현동 56-126,http://place.map.kakao.com/13033021,쇼핑
올리브영 창천점,"가정,생활 > 드럭스토어 > 올리브영",서울 서대문구 창천동 503-13,http://place.map.kakao.com/465189903,쇼핑
올리브영 신촌명물거리점,"가정,생활 > 드럭스토어 > 올리브영",서울 서대문구 창천동 5-37,http://place.map.kakao.com/18355817,쇼핑
올리브영 신촌대로점,"가정,생활 > 드럭스토어 > 올리브영",서울 서대문구 창천동 20-42,http://place.map.kakao.com/11910216,쇼핑
올리브영 신촌연세점,"가정,생활 > 드럭스토어 > 올리브영",서울 서대문구 창천동 33-4,http://place.map.kakao.com/18355818,쇼핑
올리브영 연희점,"가정,생활 > 드럭스토어 > 올리브영",서울 서대문구 연희동 188-2,http://place.map.kakao.com/26407034,쇼핑
올리브영 신촌로터리점,"가정,생활 > 드럭스토어 > 올리브영",서울 마포구 노고산동 57-39,http://place.map.kakao.com/1289330977,쇼핑
올리브영 홍대공항철도역점,"가정,생활 > 드럭스토어 > 올리브영",서울 마포구 동교동 155-27,http://place.map.kakao.com/1375509208,쇼핑
올리브영 아현역점,"가정,생활 > 드럭스토어 > 올리브영",서울 서대문구 북아현동 1015,http://place.map.kakao.com/990494898,쇼핑
현대백화점 신촌점,"가정,생활 > 백화점 > 현대백화점",서울 서대문구 창천동 30-33,http://place.map.kakao.com/21695719,쇼핑
현대백화점유플렉스 신촌점,"가정,생활 > 백화점 > 현대백화점",서울 서대문구 창천동 30-1,http://place.map.kakao.com/26992232,쇼핑
AK플라자 홍대,"가정,생활 > 백화점 > AK플라자",서울 마포구 동교동 192-45,http://place.map.kakao.com/1156421273,쇼핑
네파 현대백화점 신촌점,"가정,생활 > 패션 > 의류판매 > 스포츠의류",서울 서대문구 창천동 30-33,http://place.map.kakao.com/416009000,쇼핑
다르다김밥 현대백화점신촌점,음식점 > 분식,서울 서대문구 창천동 30-33,http://place.map.kakao.com/1005291191,음식점
타미진 현대백화점 신촌점,"가정,생활 > 패션 > 의류판매",서울 서대문구 창천동 30-33,http://place.map.kakao.com/1462001940,쇼핑
유니폼브릿지 현대백화점 신촌점,"가정,생활 > 패션 > 의류판매",서울 서대문구 창천동 30-33,http://place.map.kakao.com/1977866446,쇼핑
해담채 강남점,음식점 > 한식 > 한정식,서울 강남구 역삼동 823-16,http://place.map.kakao.com/2142723351,음식점
몽중헌 청담점,음식점 > 중식 > 중국요리,서울 강남구 청담동 97,http://place.map.kakao.com/12140312,음식점
교대이층집 강남역점,"음식점 > 한식 > 육류,고기",서울 강남구 역삼동 831-25,http://place.map.kakao.com/1907052666,음식점
일품진진수라 선릉점,음식점 > 한식 > 한정식,서울 강남구 대치동 891-44,http://place.map.kakao.com/2032952073,음식점
별양집,"음식점 > 한식 > 육류,고기 > 곱창,막창",서울 강남구 역삼동 700-33,http://place.map.kakao.com/7891890,음식점
육전식당 4호점,"음식점 > 한식 > 육류,고기",서울 강남구 역삼동 823-10,http://place.map.kakao.com/741391811,음식점
파크루안 역삼점,음식점 > 중식,서울 강남구 역삼동 726,http://place.map.kakao.com/25155819,음식점
해담채 삼성점,음식점 > 한식 > 한정식,서울 강남구 대치동 942,http://place.map.kakao.com/26788426,음식점
세시셀라 도산공원점,음식점 > 카페 > 테마카페 > 디저트카페,서울 강남구 신사동 651-4,http://place.map.kakao.com/7948829,카페
가배도 신논현점,음식점 > 카페 > 다방,서울 강남구 역삼동 601-12,http://place.map.kakao.com/84268936,카페
카츠바이콘반,"음식점 > 일식 > 돈까스,우동",서울 강남구 신사동 647-22,http://place.map.kakao.com/1480354584,음식점
뱃고동,"음식점 > 한식 > 해물,생선",서울 강남구 신사동 663,http://place.map.kakao.com/25046575,음식점
참족,음식점 > 한식,서울 강남구 도곡동 946-10,http://place.map.kakao.com/1016473964,음식점
기욤 청담점,음식점 > 카페 > 테마카페 > 디저트카페,서울 강남구 청담동 88-37,http://place.map.kakao.com/1016477143,카페
리북집 논현직영점,"음식점 > 한식 > 육류,고기 > 족발,보쌈",서울 강남구 논현동 163-4,http://place.map.kakao.com/12435058,음식점
묵전,"음식점 > 술집 > 호프,요리주점",서울 강남구 신사동 645-11,http://place.map.kakao.com/14532428,술집
돝고기506,"음식점 > 한식 > 육류,고기 > 삼겹살",서울 강남구 역삼동 646-15,http://place.map.kakao.com/1511737742,음식점
진전복삼계탕 강남구청점,"음식점 > 한식 > 육류,고기 > 닭요리 > 삼계탕",서울 강남구 논현동 243-5,http://place.map.kakao.com/1117702712,음식점
감나무집,"음식점 > 한식 > 사철탕,영양탕",서울 강남구 논현동 202,http://place.map.kakao.com/16961410,음식점
안남,음식점 > 아시아음식 > 동남아음식 > 베트남음식,서울 강남구 도곡동 467-24,http://place.map.kakao.com/1001393232,음식점
장서는날 본점,음식점 > 한식,서울 강남구 역삼동 827-68,http://place.map.kakao.com/23777292,음식점
금수복국 압구정점,"음식점 > 한식 > 해물,생선 > 복어",서울 강남구 신사동 627-13,http://place.map.kakao.com/8203089,음식점
맥도날드 강남2호점,음식점 > 패스트푸드 > 맥도날드,서울 강남구 역삼동 822-2,http://place.map.kakao.com/22318989,음식점
일일향 2호점,음식점 > 중식 > 중국요리,서울 강남구 논현동 206-5,http://place.map.kakao.com/26858784,음식점
까사생갈비,"음식점 > 한식 > 육류,고기 > 갈비",서울 강남구 역삼동 810-7,http://place.map.kakao.com/279490770,음식점
외고집설렁탕,음식점 > 한식 > 설렁탕,서울 강남구 삼성동 120-8,http://place.map.kakao.com/8024422,음식점
삼육가 논현직영점,"음식점 > 한식 > 육류,고기",서울 강남구 논현동 198,http://place.map.kakao.com/27315574,음식점
은행골 신사점,"음식점 > 일식 > 초밥,롤",서울 강남구 신사동 537-2,http://place.map.kakao.com/18948155,음식점
바스버거 역삼점,음식점 > 양식 > 햄버거,서울 강남구 역삼동 736-55,http://place.map.kakao.com/218274780,음식점
몽중헌 대치점,음식점 > 중식 > 중국요리,서울 강남구 대치동 983-17,http://place.map.kakao.com/909184198,음식점
룽청,음식점 > 중식 > 중국요리,서울 강남구 신사동 589-9,http://place.map.kakao.com/382166298,음식점
떡도리탕 강남본점,"음식점 > 한식 > 육류,고기 > 닭요리",서울 강남구 역삼동 817-30,http://place.map.kakao.com/353333104,음식점
어로장,음식점 > 한식,서울 강남구 역삼동 708-20,http://place.map.kakao.com/2129526614,음식점
창고43 강남점,"음식점 > 한식 > 육류,고기",서울 강남구 역삼동 826-20,http://place.map.kakao.com/1503746075,음식점
도치피자 강남,음식점 > 양식 > 피자,서울 강남구 역삼동 620-17,http://place.map.kakao.com/14585892,음식점
대도식당 삼성점,"음식점 > 한식 > 육류,고기",서울 강남구 삼성동 127-3,http://place.map.kakao.com/27388660,음식점
정돈 신사점,"음식점 > 일식 > 돈까스,우동",서울 강남구 신사동 519-4,http://place.map.kakao.com/1402068738,음식점
일품헌 역삼점,음식점 > 샤브샤브,서울 강남구 역삼동 672-37,http://place.map.kakao.com/21960500,음식점
해목,음식점 > 일식,서울 강남구 논현동 95-21,http://place.map.kakao.com/1356302565,음식점
천미미,음식점 > 중식 > 중국요리,서울 강남구 신사동 512-19,http://place.map.kakao.com/791775664,음식점
해남집,"음식점 > 한식 > 해물,생선",서울 강남구 신사동 508-3,http://place.map.kakao.com/10917492,음식점
꽁티드툴레아 도산점,음식점 > 카페,서울 강남구 신사동 646-21,http://place.map.kakao.com/179244712,카페
